latitude,longitude,landcover
-69.98723,12.51424,6
-69.99259666666667,12.509135,6
-69.99557,12.509475,6
-69.995505,12.509435,6
-69.99566,12.508486666666666,6
-69.98728666666666,12.513446666666667,6
-70.04047666666666,12.545381666666666,6
-70.04072666666667,12.54527,6
-70.04078,12.545035,6
-70.04099166666667,12.544536666666666,6
-70.04035,12.545373333333334,6
-69.88649722222223,12.445569444444445,6
-69.88749722222222,12.445736111111112,6
-69.88806944444445,12.446030555555556,6
-69.88963333333334,12.445116666666667,6
-69.89436388888889,12.45425,6
-69.89436388888889,12.454247222222222,6
-69.92373611111111,12.44635,6
-69.92476666666667,12.446911111111111,6
-69.92315666666667,12.447066666666666,6
-69.92022666666666,12.452558333333332,6
-69.92475833333334,12.441320000000001,6
-69.92460666666668,12.44156,6
-69.92441833333334,12.441958333333334,6
-69.920105,12.45272,6
-69.91952,12.453383333333333,6
-69.91994666666668,12.452805,6
-69.91941166666668,12.453555,6
-69.91914333333334,12.453868333333332,6
-69.91895666666667,12.454086666666665,6
-69.924345,12.442585000000001,6
-69.92455833333334,12.441763333333334,6
-69.98359,12.511976666666667,6
-69.98551333333333,12.51505,6
-70.02484,12.508586666666666,6
-70.02489333333334,12.50855,6
